,id,name,colors,Category,Description,price,link
75,DN0694-845,Netherlands 2022/23 Stadium Home,Laser Orange/BlackStyle,Men's Nike Dri-FIT Football Shirt,"Oranje pride is never done. Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team.",4 695,https://www.nike.com/in/t/netherlands-2022-23-stadium-home-dri-fit-football-shirt-9kPfp4/DN0694-845
76,DV9403-100,Nike,WhiteStyle,T-Shirt,"Made from heavyweight cotton for a premium, structured feel, this roomy-fitting T-shirt gives you some extra space through the shoulders, chest and body for ease of movement.",2 495,https://www.nike.com/in/t/t-shirt-JJS368/DV9403-100
77,DX4225-480,Nike Sportswear,Game Royal/Comet Blue/Metallic SilverStyle,Men's Long-Sleeve T-Shirt,"From the street to the stage, sometimes a comfy base layer is all you need. The familiar feel of soft cotton—cut to fit loose—lets you express yourself in comfort while a chain-inspired Swoosh design adds bold appeal perfect for serving original style on and off the dance floor.",2 695,https://www.nike.com/in/t/sportswear-long-sleeve-t-shirt-s102Fd/DX4225-480
78,DZ4716-010,Nike Sportswear,Black/White/WhiteStyle,Men's Lined Flow Shorts,"Whether you're looking for an adventure out of town or just running some errands, these light and airy shorts are the perfect companion. Their smooth woven fabric and breathable mesh liner help you stay cool and comfortable on warmer days while a grommet in the back pocket allows water to drain out easily.",2 895,https://www.nike.com/in/t/sportswear-lined-flow-shorts-Xp9Jbj/DZ4716-010
79,DD2121-010,Nike Dri-FIT Flex,Black/Iron GreyStyle,Men's Yoga Trousers,"The Nike Flex Yoga Trousers give you a lightweight, comfortable layer for the mat. Soft, flexible fabric stretches around the waist and ankles to keep them in place as you bend and stretch through your practice. This product is made from at least 50% recycled polyester fibres.",4 095,https://www.nike.com/in/t/dri-fit-flex-yoga-trousers-7KSpj2/DD2121-010
80,DM6624-010,Nike Dri-FIT,Black/White/WhiteStyle,Men's 3/4 Woven Team Training Trousers,"With a 3/4 design that falls below the knee, these trousers provide a distraction-free fit while you train and compete. The soft, stretch-woven fabric flexes with you while you move and has our sweat-wicking tech built in to keep you dry.",2 595,https://www.nike.com/in/t/dri-fit-3-4-woven-team-training-trousers-LP2rHB/DM6624-010
81,DQ6541-691,Nike Dri-FIT Run Division Pinnacle,Canyon Rust/Canyon Rust/PureStyle,Men's Short-Sleeve Running Top,Suit up in soft comfort in our sweat-wicking Run Division Top. It's lightweight yet insulating for those cool weather runs when you need a little extra warmth to keep you going.,4 695,https://www.nike.com/in/t/dri-fit-run-division-pinnacle-short-sleeve-running-top-9Z7cdX/DQ6541-691
82,DQ4211-010,Nike Sportswear Air,Black/WhiteStyle,Men's French Terry Shorts,"The Nike Air collection pays tribute to the sneakers that helped shape the Swoosh brand over the decades. These French terry shorts are made from French terry fabric for soft warmth and comfort that lasts. Nike Air printed graphics, piping down the seams and a soft elastic waist elevate the finish. Pair them up with your favourite ""Airs"" for a clean, city-ready look.",3 995,https://www.nike.com/in/t/sportswear-air-french-terry-shorts-5c9CV9/DQ4211-010
83,DQ4253-010,Nike Sportswear Circa,Black/Coconut MilkStyle,Men's Lined Jacket,"This jacket takes inspiration from the clothing worn during the running boom of the 1970s while offering the modern performance you deserve. Water-repellent and lined with mesh, it's designed to keep you dry and comfortable through whatever your day holds. Sneaky details like the vented back and elastic binding at the cuffs and hem let you experience a piece of running's journey while looking forward to the road ahead.",8 995,https://www.nike.com/in/t/sportswear-circa-lined-jacket-jRH17W/DQ4253-010
84,DQ7334-011,Jordan Dri-FIT Sport BC,Black/Black/Light Liquid LimeStyle,Men's Diamond Shorts,"Go for the gold in shorts inspired by one of MJ's most legendary looks. A hand-drawn design riffs on the head-to-toe AJ7 print he wore in Barcelona during the 1992 Summer Games. They're built with sweat-wicking Dri-FIT Technology and breathable mesh that's 100% recycled, so you can take on the world in comfort.",2 795,https://www.nike.com/in/t/jordan-dri-fit-sport-bc-diamond-shorts-T8lNXx/DQ7334-011
85,DM1837-431,Tottenham Hotspur 2022/23 Stadium Away,Lapis/Black/WhiteStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres.",4 695,https://www.nike.com/in/t/tottenham-hotspur-2022-23-stadium-away-dri-fit-football-shirt-91f332/DM1837-431
86,DV9304-100,Tiger Woods 'Frank',WhiteStyle,Golf T-Shirt,Frank's back. The head cover to Tiger's driver gets the spotlight over this super-soft and comfortable tee.,1 795,https://www.nike.com/in/t/tiger-woods-frank-golf-t-shirt-Xmm5l1/DV9304-100
87,DQ4798-010,Nike Dri-FIT Flex,Black/Black/Coconut MilkStyle,"Men's 9"" (23cm approx.) Woven Camo Fitness Shorts","High-intensity trainings are all about movement. Flex freely in these sweat-wicking shorts, made from stretchy fabric that lets you give your all without holding back.",2 495,https://www.nike.com/in/t/dri-fit-flex-9-woven-camo-fitness-shorts-3g0HSd/DQ4798-010
88,DH7161-410,Nike Dri-FIT DNA,Midnight Navy/WhiteStyle,Men's Basketball Shorts,"Take care of the future like you take care of the ball in the Nike Dri-FIT DNA Shorts. Made from at least 75% recycled polyester, they offer light, breathable fabric that's tailored for the game.",2 495,https://www.nike.com/in/t/dri-fit-dna-basketball-shorts-cXRgSQ/DH7161-410
89,DQ5044-206,Nike F.C. Repel,Rattan/Summit White/BlackStyle,Men's Woven Football Pants,These lightweight pants keep it cool and dry for comfort beyond the pitch. We made them with a tapered fit and a water-repellent finish so you have the look of streetwear with the comfort of game-ready gear.,3 995,https://www.nike.com/in/t/fc-repel-woven-football-pants-3lQ47t/DQ5044-206
90,DX1050-569,Nike Sportswear Max90,Light ThistleStyle,Men's T-Shirt,"Made from our soft midweight cotton fabric in a roomy fit for casual wear, this Nike tee highlights the good vibes that are out there in our world. Pull it on, go find a rainbow and have a Nike day.",2 195,https://www.nike.com/in/t/sportswear-max90-t-shirt-fbwPxv/DX1050-569
91,DQ6829-100,Jordan x Zion,WhiteStyle,Men's T-Shirt,"Believe it! Zion is an anime super-fan, and now you can rep his passion with this Jordan x Zion tee. Flex his favourite show on soft and lightweight cotton, equally perfect for workouts or hangouts.",2 195,https://www.nike.com/in/t/jordan-zion-t-shirt-gNRFJt/DQ6829-100
92,DQ6488-010,Nike Run Division Miler,BlackStyle,Men's Flash Running Jacket,"What's a little rain when you're hitting the tarmac in our Run Division Jacket? Made from stretchy, water-repellent fabric, it's designed to help you stay dry and get the most from your stride. Plus, we added a reflective-design print made to look like a city grid in honour of those who bring their workout to the urban landscape.",6 495,https://www.nike.com/in/t/run-division-miler-flash-running-jacket-vNGRMq/DQ6488-010
93,DM4808-016,Nike Dri-FIT Run Division Challenger,Cobblestone/Cave StoneStyle,Men's 13cm (approx.) Brief-Lined Running Shorts,"Hit the pavement on your daily run in our sweat-wicking Run Division Challenger Shorts. They're light and airy, with plenty of storage for your keys and phone. Plus, they have an internal liner for the support you need to go the extra mile. This product is made from at least 75% recycled polyester fibres.",2 495,https://www.nike.com/in/t/dri-fit-run-division-challenger-13cm-brief-lined-running-shorts-d8jgjZ/DM4808-016
94,DC7485-091,Jordan Jumpman,Carbon Heather/BlackStyle,Men's Short-Sleeve T-Shirt,"Rise and shine in this classic tee from Jordan Brand. Made from soft, comfortable cotton, it features a clean, classic Jumpman that's embroidered on the chest.",1 595,https://www.nike.com/in/t/jordan-jumpman-short-sleeve-t-shirt-df6fwF/DC7485-091
95,DX5089-010,Nike Sportswear Everyday Essential,Black/WhiteStyle,Crew Socks (3 Pairs),"Put your best foot forward with the Nike Sportswear Everyday Essential Socks. Made from soft, stretchy fabric and designed for daily wear, they're durable, breathable and extra comfortable. This product is made from at least 75% recycled polyester fibres.",995,https://www.nike.com/in/t/sportswear-everyday-essential-crew-socks-1dxMvC/DX5089-010
96,DR7992-247,Nike Sportswear,KhakiStyle,Men's T-Shirt,"Look into your crystal ball, and you will see our soft cotton tee with a relaxed fit. The graphic is inspired by fantasy and magic, and sets you up for odysseys unknown.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-SVm4hj/DR7992-247
97,DQ6501-652,Nike Dri-FIT Run Division Challenger,Burgundy CrushStyle,Men's 13cm (approx.) Brief-Lined Running Shorts,"When every run is a push to feel great, our sweat-wicking Challenger Shorts are there to take you through the finish. We tuned the Run Division version to provide smooth support with reflective design to help keep you comfortable while you strive for better.",2 495,https://www.nike.com/in/t/dri-fit-run-division-challenger-13cm-brief-lined-running-shorts-XXB3xZ/DQ6501-652
98,DQ6137-455,LeBron,Deep Royal Blue/Black/Laser Blue/Laser BlueStyle,Men's Premium Utility Basketball Jacket,"We made the water-repellent LeBron Utility Jacket with heavyweight fabric and insulation so you can stay at your best when the temperature goes down. The graphics nod to 20 years of greatness on the court for LeBron, pushing his game further every year in a chess match with father time.",15 995,https://www.nike.com/in/t/lebron-utility-basketball-jacket-JSxxb3/DQ6137-455
99,DQ4746-010,Nike Dri-FIT Phenom Elite,BlackStyle,Men's Woven Running Trousers,"Step freely throughout your run in our lightweight Phenom Elite Trousers. We know you're out there giving your all, so we keep you feeling comfortable with stretchy, sweat-wicking fabric. Plus, there's pockets for everything from your phone to your keys.",4 695,https://www.nike.com/in/t/dri-fit-phenom-elite-woven-running-trousers-zzl5HQ/DQ4746-010
100,DQ4590-206,Nike Sportswear Club+,Rattan/WhiteStyle,Men's Unlined Woven Bomber Jacket,"Zip into our Club+ Woven Bomber Jacket and get after your day. The classic bomber style has an acid-washed finish for a vintage, worn-in look. Soft cotton, clean lines and a casual cut make it the perfect choice for daily wear.",5 495,https://www.nike.com/in/t/sportswear-club-unlined-woven-bomber-jacket-4csWdS/DQ4590-206
101,DM5951-010,Nike Pro Dri-FIT Flex Vent Max,Black/WhiteStyle,Men's 21cm Training Shorts,"Made from lightweight, stretchy fabric, the Nike Pro Flex Shorts move with your body through your most intense workouts. An elastic, fold-over waistband lets you easily adjust your fit and the sweat-wicking technology helps you stay dry, so you can zero in on the challenges ahead. This product is made from at least 75% recycled polyester fibres.",2 895,https://www.nike.com/in/t/pro-dri-fit-flex-vent-max-8-training-shorts-bj9c4N/DM5951-010
102,DV9718-100,Nike,WhiteStyle,Men's Basketball T-Shirt,"A comfy tee for the cold-blooded hooper shooting 3-pointers. Soft and roomy, it gives you enough room to move on and off the court.",2 195,https://www.nike.com/in/t/basketball-t-shirt-4P02wg/DV9718-100
103,DM3098-070,Paris Saint-Germain,Dark Smoke Grey/BlackStyle,Men's Printed Shorts,Get comfortable without losing your cool in these all-day versatile Jordan x PSG shorts. They're made from breathable mesh with zip pockets for the essentials. Print and label details highlight our ongoing collaboration with your favourite football club.,2 795,https://www.nike.com/in/t/paris-saint-germain-printed-shorts-PwfpKW/DM3098-070
104,DM4623-010,Nike Dri-FIT ADV AeroSwift,Black/Black/Black/WhiteStyle,Men's 1/2-Length Racing Tights,"Your hard work has got you to the starting line. Let the Nike Dri-FIT ADV AeroSwift Tights take you to the finish. Soft and smooth, with a lightweight, secure feel, these tights are geared to help you reach your personal best. This product is made with at least 75% recycled polyester fibres.",3 995,https://www.nike.com/in/t/dri-fit-adv-aeroswift-1-2-length-racing-tights-ZhTt3c/DM4623-010
105,DV7000-819,Air Jordan x Shelflife,Safety Orange/RattanStyle,Men's T-Shirt,"Jordan and South Africa's coveted sneaker shop Shelflife come together on this soft, everyday tee. It's made with an all-over wash for a perfectly faded look, and the graphic on the back pays homage to the store's original stained glass window.",2 895,https://www.nike.com/in/t/air-jordan-shelflife-t-shirt-1KNm8K/DV7000-819
106,DQ8617-433,Brazil,Paramount Blue/Paramount BlueStyle,Men's Nike Dri-FIT Woven Football Shorts,"From a quick workout to an impromptu swim, the Brasil Shorts are ready for whatever adventures come your way. Sweat-wicking technology and a hem that hits above the knee help keep you moving comfortably.",2 495,https://www.nike.com/in/t/brasil-dri-fit-woven-football-shorts-fXBN8p/DQ8617-433
107,DV9382-113,Nike Dri-FIT,Coconut MilkStyle,Men's Long-Sleeve Trail Running Crew,"Your off-road adventure gets a little more comfortable with this soft, relaxed tee. The fabric wicks moisture away from your body so the top won't stick to you when your trail run heats up.",2 495,https://www.nike.com/in/t/dri-fit-long-sleeve-trail-running-crew-NpFQGw/DV9382-113
108,,Jordan x Eastside Golf,,Men's Polo,,3 995,https://www.nike.com/in/launch/r/DV1892-100
109,DQ6171-045,Nike Dri-FIT,Off-Noir/Gym RedStyle,Men's Premium Basketball Jersey,Throw it back to the '90s with the grunge-inspired look of our sweat-wicking jersey. We made this one with smooth mesh and a graphic that nods to the anarchic spirit of the decade.,5 295,https://www.nike.com/in/t/dri-fit-basketball-jersey-JB5c4W/DQ6171-045
110,DQ4301-010,Nike Sportswear Tech Pack,Black/BlackStyle,Men's T-Shirt,"We gave this lifestyle top a dose of high-performance tech for your city adventures. The knit fabric wicks sweat to help you stay dry, while the breathable, woven-in all-over floral pattern keeps your seasonal look fresh and always in bloom.",3 995,https://www.nike.com/in/t/sportswear-tech-pack-t-shirt-MWnMRb/DQ4301-010
